Name,CoagSense,,,,,,,,,
ID,EE32:631E,,,,,,,,,
Serial No.,27DE:EE32:631E,,,,,,,,,
Version,1.35.00,,,,,,,,,
Timezone,Europe/London,,,,,,,,,
,,,,,,,,,,
Id,Time,pH (Raw) 1.1: pH,pH (Post-Caustic) 5.1: pH,SC Control (PID/Flow) 1.1: 1,pH (Post-Alum) 5.2: pH,pH Control (PID/Flow) 1.2: 1,SCM 1.3: Streaming Current,Coagulation Control 1.1: 1,Flow Sensor 1.4: Flow,SCM 1.3: True Streaming Current
340250,07/09/2019 22:20,6.6,10.72,95,6.07,69.6,2,95,139.5,-45
340251,07/09/2019 22:25,6.6,10.72,95,6.07,69.5,4,95,139.5,-43
340252,07/09/2019 22:30,0,0,0,6.07,0,0,0,2.4,0
340253,07/09/2019 22:35,0,0,0,6.09,0,0,0,1.7,0
340254,07/09/2019 22:40,0,0,0,6.14,0,0,0,1.7,0
340255,07/09/2019 22:45,0,0,0,6.14,0,0,0,1.3,0
340256,07/09/2019 22:50,0,0,0,6.12,0,0,0,0.8,0
340257,07/09/2019 22:55,0,0,0,6.12,0,0,0,1.8,0
340258,07/09/2019 23:00,0,0,0,6.12,0,0,0,1.3,0
340259,07/09/2019 23:05,0,0,0,6.12,0,0,0,0.9,0
340260,07/09/2019 23:10,0,0,0,6.12,0,0,0,1.1,0
340261,07/09/2019 23:15,0,0,0,6.11,0,0,0,1.5,0
340262,07/09/2019 23:20,0,0,0,6.1,0,0,0,1.2,0
340263,07/09/2019 23:25,7.38,8.45,95,6.1,69.5,6,95,143.2,-41
340264,07/09/2019 23:30,6.97,10.21,95,6.09,69.5,-6,95,142.5,-53
340265,07/09/2019 23:35,6.82,10.55,95,6.08,69.5,-8,95,141.3,-55
340266,07/09/2019 23:40,6.75,10.66,95,6.07,69.5,-6,95,139.9,-53
340267,07/09/2019 23:45,6.71,10.68,95,6.07,69.5,-8,95,139,-55
340268,07/09/2019 23:50,6.68,10.69,95,6.05,69.5,-7,95,139.6,-54
340269,07/09/2019 23:55,6.66,10.69,95,6.04,69.5,0,95,139.7,-47
340270,08/09/2019 00:00,6.64,10.69,95.2,6.03,69.5,-5,95.2,139.6,-52
340271,08/09/2019 00:05,6.63,10.69,95.4,6.03,69.5,-5,95.4,140.4,-52
340272,08/09/2019 00:10,6.63,10.69,95.5,6.02,69.5,-2,95.5,140.3,-49
340273,08/09/2019 00:15,6.63,10.69,95.6,6.02,69.5,0,95.6,140.8,-47
340274,08/09/2019 00:20,6.63,10.69,95.4,6.01,69.5,1,95.4,140.6,-46
340275,08/09/2019 00:25,6.63,10.69,95.4,6.01,69.5,1,95.4,139.3,-46
340276,08/09/2019 00:30,6.63,10.7,95.1,6.01,69.4,4,95.1,139.8,-43
340277,08/09/2019 00:35,6.63,10.7,95.2,6.01,69.4,-2,95.2,139.8,-49
340278,08/09/2019 00:40,6.63,10.7,95.2,6.02,69.4,-2,95.2,139.3,-49
340279,08/09/2019 00:45,6.63,10.7,95.1,6.02,69.4,1,95.1,139.8,-46
340280,08/09/2019 00:50,6.63,10.7,94.8,6.02,69.4,7,94.8,139.5,-40
340281,08/09/2019 00:55,6.63,10.7,95,6.02,69.4,0,95,140.5,-47
340282,08/09/2019 01:00,6.63,10.7,95.1,6.02,69.4,0,95.1,139.4,-47
340283,08/09/2019 01:05,6.63,10.7,95.2,6.02,69.4,1,95.2,140,-46
340284,08/09/2019 01:10,6.63,10.7,95.2,6.02,69.4,0,95.2,140.9,-47
340285,08/09/2019 01:15,6.63,10.7,95.2,6.02,69.4,1,95.2,140.4,-46
340286,08/09/2019 01:20,6.63,10.7,95.3,6.02,69.4,-1,95.3,140.3,-48
340287,08/09/2019 01:25,6.63,10.7,95.1,6.02,69.4,3,95.1,140.3,-44
340288,08/09/2019 01:30,6.63,10.7,95.2,6.02,69.3,1,95.2,139.4,-46
340289,08/09/2019 01:35,6.63,10.7,95,6.02,69.3,4,95,140.8,-43
340290,08/09/2019 01:40,6.63,10.7,95.1,6.02,69.3,-2,95.1,139.9,-49
340291,08/09/2019 01:45,6.63,10.7,95.1,6.03,69.3,3,95.1,139.8,-44
340292,08/09/2019 01:50,6.63,10.7,95.1,6.03,69.3,1,95.1,140.8,-46
340293,08/09/2019 01:55,6.63,10.7,95.1,6.03,69.3,-1,95.1,140.1,-48
340294,08/09/2019 02:00,6.63,10.7,95.2,6.03,69.3,1,95.2,140.2,-46
340295,08/09/2019 02:05,6.63,10.7,95.2,6.04,69.2,-2,95.2,140.2,-49
340296,08/09/2019 02:10,6.62,10.7,95.1,6.04,69.2,2,95.1,140.5,-45
340297,08/09/2019 02:15,6.62,10.7,95.2,6.04,69.2,1,95.2,139.6,-46
340298,08/09/2019 02:20,0,0,0,6.04,0,0,0,2.7,0
340299,08/09/2019 02:25,0,0,0,6.05,0,0,0,1.7,0
340300,08/09/2019 02:30,0,0,0,6.1,0,0,0,1.3,0
340301,08/09/2019 02:35,0,0,0,6.12,0,0,0,1.6,0
340302,08/09/2019 02:40,0,0,0,6.09,0,0,0,1.5,0
340303,08/09/2019 02:45,0,0,0,6.07,0,0,0,1.4,0
340304,08/09/2019 02:50,0,0,0,6.07,0,0,0,1.1,0
340305,08/09/2019 02:55,0,0,0,6.07,0,0,0,0.7,0
340306,08/09/2019 03:00,0,0,0,6.07,0,0,0,0.4,0
340307,08/09/2019 03:05,0,0,0,6.07,0,0,0,1.2,0
340308,08/09/2019 03:10,0,0,0,6.06,0,0,0,0.6,0
340309,08/09/2019 03:15,0,0,0,6.05,0,0,0,1.1,0
340310,08/09/2019 03:20,7.15,9.51,95.3,6.04,69.2,-12,95.3,141.6,-59
340311,08/09/2019 03:25,6.89,10.29,95.3,6.03,69.2,-6,95.3,140.6,-53
340312,08/09/2019 03:30,6.78,10.56,95.3,6.02,69.2,-8,95.3,140.7,-55
340313,08/09/2019 03:35,6.72,10.65,95.3,6.02,69.2,-5,95.3,141.4,-52
340314,08/09/2019 03:40,6.69,10.67,95.3,6.01,69.2,-6,95.3,140.3,-53
340315,08/09/2019 03:45,6.67,10.67,95.3,6,69.2,-4,95.3,140.3,-51
340316,08/09/2019 03:50,6.65,10.67,95.5,5.99,69.2,-2,95.5,140.8,-49
340317,08/09/2019 03:55,6.63,10.67,95.3,5.99,69.2,3,95.3,140.1,-44
340318,08/09/2019 04:00,6.62,10.67,95.3,5.98,69.2,-1,95.3,140.2,-48
340319,08/09/2019 04:05,6.62,10.67,95.2,5.98,69.2,2,95.2,139.9,-45
340320,08/09/2019 04:10,6.62,10.68,95.2,5.98,69.2,2,95.2,140.1,-45
340321,08/09/2019 04:15,6.62,10.68,95.2,5.98,69.2,-3,95.2,140.6,-50
340322,08/09/2019 04:20,6.62,10.68,95.3,5.98,69.2,0,95.3,139.7,-47
340323,08/09/2019 04:25,6.62,10.68,95.3,5.98,69.2,-1,95.3,140.2,-48
340324,08/09/2019 04:30,6.61,10.68,95.3,5.99,69.2,2,95.3,140.9,-45
340325,08/09/2019 04:35,6.61,10.68,95.5,5.99,69.3,-4,95.5,140,-51
340326,08/09/2019 04:40,6.61,10.68,95.5,5.99,69.3,3,95.5,139.8,-44
340327,08/09/2019 04:45,6.61,10.69,95.7,5.99,69.3,-5,95.7,139.9,-52
340328,08/09/2019 04:50,6.61,10.69,95.6,5.99,69.3,1,95.6,140,-46
340329,08/09/2019 04:55,6.6,10.69,95.5,5.99,69.3,3,95.5,139.2,-44
340330,08/09/2019 05:00,0,0,0,6,0,0,0,1.6,0
340331,08/09/2019 05:05,0,0,0,6,0,0,0,1.5,0
340332,08/09/2019 05:10,0,0,0,6.04,0,0,0,1.2,0
340333,08/09/2019 05:15,0,0,0,6.06,0,0,0,1.6,0
340334,08/09/2019 05:20,0,0,0,6.04,0,0,0,1.2,0
340335,08/09/2019 05:25,0,0,0,6.03,0,0,0,1.3,0
340336,08/09/2019 05:30,0,0,0,6.04,0,0,0,1.3,0
340337,08/09/2019 05:35,0,0,0,6.05,0,0,0,1.2,0
340338,08/09/2019 05:40,0,0,0,6.06,0,0,0,1.3,0
340339,08/09/2019 05:45,0,0,0,6.06,0,0,0,1.4,0
340340,08/09/2019 05:50,0,0,0,6.06,0,0,0,0.8,0
340341,08/09/2019 05:55,0,0,0,6.05,0,0,0,1.1,0
340342,08/09/2019 06:00,0,0,0,6.05,0,0,0,1.4,0
340343,08/09/2019 06:05,0,0,0,6.04,0,0,0,1.2,0
340344,08/09/2019 06:10,7.3,9.55,95.4,6.04,69.3,-7,95.4,141.6,-54
340345,08/09/2019 06:15,6.96,10.29,95.4,6.03,69.3,-8,95.4,139.8,-55
340346,08/09/2019 06:20,6.81,10.53,95.4,6.03,69.3,-4,95.4,139.9,-51
340347,08/09/2019 06:25,6.73,10.64,95.4,6.02,69.3,-7,95.4,140.7,-54
340348,08/09/2019 06:30,6.69,10.67,95.4,6.01,69.3,-6,95.4,140,-53
340349,08/09/2019 06:35,6.65,10.67,95.4,6,69.3,-6,95.4,141.2,-53
340350,08/09/2019 06:40,6.63,10.67,95.5,5.99,69.3,-1,95.5,140.2,-48
340351,08/09/2019 06:45,6.6,10.67,95.6,5.98,69.3,0,95.6,139.5,-47
340352,08/09/2019 06:50,6.59,10.68,95.7,5.98,69.3,-1,95.7,140.3,-48
340353,08/09/2019 06:55,6.59,10.68,95.8,5.98,69.3,-2,95.8,139.5,-49
340354,08/09/2019 07:00,6.59,10.68,95.8,5.98,69.3,-2,95.8,139.9,-49
340355,08/09/2019 07:05,6.59,10.68,95.7,5.98,69.3,1,95.7,140.3,-46
340356,08/09/2019 07:10,6.59,10.68,95.6,5.98,69.3,2,95.6,140.6,-45
340357,08/09/2019 07:15,6.59,10.69,95.6,5.98,69.3,1,95.6,140,-46
340358,08/09/2019 07:20,6.59,10.69,95.6,5.98,69.4,0,95.6,140.6,-47
340359,08/09/2019 07:25,6.59,10.69,95.5,5.98,69.4,-3,95.5,140.3,-50
340360,08/09/2019 07:30,6.59,10.69,95.6,5.98,69.4,0,95.6,140,-47
340361,08/09/2019 07:35,6.59,10.69,95.6,5.98,69.4,-1,95.6,140.3,-48
340362,08/09/2019 07:40,6.59,10.7,95.8,5.99,69.4,-2,95.8,139.7,-49
340363,08/09/2019 07:45,6.59,10.7,95.7,5.99,69.4,3,95.7,140.1,-44
340364,08/09/2019 07:50,6.59,10.7,95.7,5.99,69.4,1,95.7,139.7,-46
340365,08/09/2019 07:55,0,0,0,5.99,0,0,0,2.5,0
340366,08/09/2019 08:00,0,0,0,6,0,0,0,1.6,0
340367,08/09/2019 08:05,0,0,0,6.03,0,0,0,1.2,0
340368,08/09/2019 08:10,0,0,0,6.06,0,0,0,1.7,0
340369,08/09/2019 08:15,0,0,0,6.02,0,0,0,1.3,0
340370,08/09/2019 08:20,0,0,0,6.01,0,0,0,1.4,0
340371,08/09/2019 08:25,0,0,0,6.01,0,0,0,1,0
340372,08/09/2019 08:30,0,0,0,6.02,0,0,0,2,0
340373,08/09/2019 08:35,0,0,0,6.03,0,0,0,1.2,0
340374,08/09/2019 08:40,0,0,0,6.03,0,0,0,0.7,0
340375,08/09/2019 08:45,0,0,0,6.03,0,0,0,1.1,0
340376,08/09/2019 08:50,0,0,0,6.02,0,0,0,0.5,0
340377,08/09/2019 08:55,7.46,8.05,95.6,6.02,69.4,-16,95.6,144.3,-63
340378,08/09/2019 09:00,6.98,10.1,95.6,6.02,69.4,-12,95.6,142.1,-59
340379,08/09/2019 09:05,6.8,10.47,95.6,6.01,69.4,-7,95.6,139.6,-54
340380,08/09/2019 09:10,6.71,10.63,95.6,6.01,69.4,-7,95.6,139.2,-54
340381,08/09/2019 09:15,6.67,10.67,95.6,6,69.4,-7,95.6,139.8,-54
340382,08/09/2019 09:20,6.64,10.67,95.6,5.99,69.4,-6,95.6,140.6,-53
340383,08/09/2019 09:25,6.63,10.68,95.7,5.97,69.4,-3,95.7,139.8,-50
340384,08/09/2019 09:30,6.6,10.68,95.8,5.96,69.4,1,95.8,140.2,-46
340385,08/09/2019 09:35,6.59,10.68,95.8,5.96,69.5,0,95.8,139.9,-47
340386,08/09/2019 09:40,6.6,10.68,95.9,5.95,69.5,-1,95.9,140.1,-48
340387,08/09/2019 09:45,6.6,10.68,96.1,5.95,69.5,-3,96.1,139.4,-50
340388,08/09/2019 09:50,6.61,10.68,96.1,5.95,69.5,-4,96.1,139.7,-51
340389,08/09/2019 09:55,6.62,10.69,96.1,5.95,69.6,-1,96.1,139.9,-48
340390,08/09/2019 10:00,6.62,10.69,96.1,5.95,69.6,0,96.1,140.5,-47
340391,08/09/2019 10:05,6.62,10.69,96,5.95,69.6,0,96,139.8,-47
340392,08/09/2019 10:10,6.62,10.69,95.9,5.95,69.6,2,95.9,139.7,-45
340393,08/09/2019 10:15,6.62,10.69,96,5.96,69.7,-1,96,140.3,-48
340394,08/09/2019 10:20,6.61,10.7,95.9,5.96,69.7,-2,95.9,140,-49
340395,08/09/2019 10:25,6.61,10.7,95.9,5.96,69.7,-3,95.9,139.7,-50
340396,08/09/2019 10:30,6.61,10.7,95.9,5.96,69.7,1,95.9,140.2,-46
340397,08/09/2019 10:35,6.61,10.7,95.9,5.97,69.7,-4,95.9,140.2,-51
340398,08/09/2019 10:40,6.61,10.7,95.9,5.97,69.7,1,95.9,139.6,-46
340399,08/09/2019 10:45,6.61,10.7,95.9,5.97,69.8,-1,95.9,139.6,-48
340400,08/09/2019 10:50,6.61,10.7,95.8,5.97,69.8,4,95.9,140.2,-43
340401,08/09/2019 10:55,6.61,10.7,96.1,5.97,69.8,-5,96.1,139.5,-52
340402,08/09/2019 11:00,6.61,10.7,96.2,5.97,69.8,-3,96.2,140.1,-50
340403,08/09/2019 11:05,6.61,10.7,96.1,5.98,69.8,1,96.1,139.3,-46
340404,08/09/2019 11:10,6.61,10.7,96,5.98,69.8,3,96,140.1,-44
340405,08/09/2019 11:15,6.61,10.7,96,5.99,69.8,1,96,140.6,-46
340406,08/09/2019 11:20,6.61,10.7,95.9,5.99,69.8,2,95.9,139.7,-45
340407,08/09/2019 11:25,6.61,10.7,95.9,6,69.8,-1,95.9,140.1,-48
340408,08/09/2019 11:30,6.61,10.7,95.9,6,69.8,2,95.9,139.6,-45
340409,08/09/2019 11:35,6.61,10.7,95.8,6.01,69.8,2,95.8,139.8,-45
340410,08/09/2019 11:40,6.61,10.7,95.7,6.01,69.8,2,95.8,139.5,-45
340411,08/09/2019 11:45,6.61,10.7,95.7,6.01,69.8,1,95.7,140.4,-46
340412,08/09/2019 11:50,6.61,10.71,95.6,6.01,69.8,0,95.6,140.3,-47
340413,08/09/2019 11:55,6.61,10.71,95.7,6.02,69.8,-2,95.7,140,-49
340414,08/09/2019 12:00,6.61,10.71,95.7,6.02,69.8,-2,95.8,140.1,-49
340415,08/09/2019 12:05,6.61,10.71,95.7,6.02,69.8,0,95.7,141.3,-47
340416,08/09/2019 12:10,6.62,10.71,95.7,6.03,69.8,-2,95.6,139.5,-49
340417,08/09/2019 12:15,6.61,10.71,95.6,6.03,69.7,-1,95.6,139.7,-48
340418,08/09/2019 12:20,6.62,10.71,95.5,6.03,69.7,2,95.5,140.2,-45
340419,08/09/2019 12:25,6.62,10.71,95.6,6.03,69.7,0,95.5,140.8,-47
340420,08/09/2019 12:30,6.62,10.71,95.3,6.04,69.7,4,95.3,139.7,-43
340421,08/09/2019 12:35,6.62,10.7,95.1,6.04,69.7,4,95.1,141,-43
340422,08/09/2019 12:40,6.62,10.7,95.2,6.04,69.6,0,95.2,140.4,-47
340423,08/09/2019 12:45,6.62,10.7,95.1,6.04,69.6,5,95.1,140.5,-42
340424,08/09/2019 12:50,6.62,10.7,95.4,6.04,69.6,-6,95.4,139.9,-53
340425,08/09/2019 12:55,6.62,10.7,95.5,6.04,69.6,-6,95.5,139.8,-53
340426,08/09/2019 13:00,6.62,10.7,95.5,6.05,69.6,-3,95.5,140.2,-50
340427,08/09/2019 13:05,6.62,10.7,95.5,6.05,69.5,-2,95.4,140.4,-49
340428,08/09/2019 13:10,6.62,10.7,95.4,6.05,69.5,-1,95.4,139.7,-48
340429,08/09/2019 13:15,6.62,10.7,95.3,6.05,69.5,1,95.3,139.5,-46
340430,08/09/2019 13:20,6.62,10.7,95.1,6.06,69.5,3,95.1,140.3,-44
340431,08/09/2019 13:25,6.62,10.7,95,6.06,69.4,2,95,139.9,-45
340432,08/09/2019 13:30,6.62,10.7,94.9,6.06,69.4,5,94.9,140,-42
340433,08/09/2019 13:35,6.62,10.7,94.8,6.06,69.4,1,94.9,141.1,-46
340434,08/09/2019 13:40,6.62,10.7,94.8,6.06,69.3,-1,94.8,140.8,-48
340435,08/09/2019 13:45,6.62,10.7,95,6.07,69.3,-3,95,140.1,-50
340436,08/09/2019 13:50,6.62,10.7,95.1,6.07,69.3,-3,95.1,139.9,-50
340437,08/09/2019 13:55,6.62,10.7,95.1,6.08,69.2,-1,95.1,140.8,-48
340438,08/09/2019 14:00,6.63,10.7,95.1,6.08,69.2,0,95.1,140.3,-47
340439,08/09/2019 14:05,6.63,10.7,95.2,6.08,69.1,-2,95.2,139.6,-49
340440,08/09/2019 14:10,6.63,10.7,95.2,6.08,69.1,-1,95.2,140.5,-48
340441,08/09/2019 14:15,6.63,10.7,95.2,6.08,69.1,0,95.2,140.2,-47
340442,08/09/2019 14:20,6.63,10.7,95.4,6.09,69,-2,95.4,139.6,-49
340443,08/09/2019 14:25,6.63,10.7,95.5,6.09,69,-3,95.5,140.9,-50
340444,08/09/2019 14:30,6.63,10.7,95.3,6.09,68.9,1,95.3,140.6,-46
340445,08/09/2019 14:35,6.63,10.7,95.2,6.09,68.9,2,95.2,140.5,-45
340446,08/09/2019 14:40,6.63,10.7,95.2,6.08,68.8,0,95.2,140,-47
340447,08/09/2019 14:45,6.63,10.7,95.1,6.07,68.8,2,95.1,140.4,-45
340448,08/09/2019 14:50,6.63,10.7,95,6.07,68.8,1,95,140.1,-46
340449,08/09/2019 14:55,6.63,10.7,95,6.07,68.7,1,95,139.2,-46
340450,08/09/2019 15:00,6.63,10.7,95.1,6.06,68.7,-1,95.1,139.9,-48
340451,08/09/2019 15:05,6.63,10.69,95,6.05,68.7,2,95,140.2,-45
340452,08/09/2019 15:10,6.63,10.69,95,6.05,68.7,0,95,139.8,-47
340453,08/09/2019 15:15,6.63,10.69,94.9,6.04,68.6,3,94.9,140.1,-44
340454,08/09/2019 15:20,6.63,10.69,94.7,6.03,68.6,1,94.7,140.3,-46
340455,08/09/2019 15:25,6.63,10.69,94.7,6.02,68.6,1,94.7,140.4,-46
340456,08/09/2019 15:30,6.63,10.69,94.5,6.01,68.6,2,94.5,140.7,-45
340457,08/09/2019 15:35,6.63,10.69,94.7,6.01,68.6,-3,94.7,140.6,-50
340458,08/09/2019 15:40,6.62,10.69,94.7,6,68.6,2,94.7,140.6,-45
340459,08/09/2019 15:45,6.63,10.69,94.8,5.99,68.6,0,94.8,140,-47
340460,08/09/2019 15:50,6.63,10.69,94.6,5.99,68.6,1,94.6,140.5,-46
340461,08/09/2019 15:55,6.63,10.68,94.6,5.98,68.6,-1,94.6,139.1,-48
340462,08/09/2019 16:00,6.63,10.68,94.6,5.98,68.7,1,94.6,139.4,-46
340463,08/09/2019 16:05,6.63,10.68,94.6,5.98,68.7,-2,94.6,139.8,-49
340464,08/09/2019 16:10,6.63,10.68,94.7,5.97,68.7,0,94.7,139.7,-47
340465,08/09/2019 16:15,6.63,10.68,94.7,5.97,68.7,-1,94.7,140,-48
340466,08/09/2019 16:20,6.63,10.68,94.8,5.98,68.7,-1,94.8,140.4,-48
340467,08/09/2019 16:25,6.63,10.68,94.9,5.98,68.7,-1,94.9,140.4,-48
340468,08/09/2019 16:30,6.63,10.68,94.9,5.98,68.7,1,94.9,140,-46
340469,08/09/2019 16:35,6.63,10.68,94.9,5.98,68.7,0,94.9,139.1,-47
340470,08/09/2019 16:40,6.63,10.68,95.1,5.98,68.7,-6,95.1,140.1,-53
340471,08/09/2019 16:45,6.63,10.68,95,5.99,68.8,0,95,138.8,-47
340472,08/09/2019 16:50,6.63,10.68,95.1,5.99,68.8,-2,95.1,139,-49
340473,08/09/2019 16:55,6.63,10.68,95.2,5.99,68.8,-3,95.2,139.5,-50
340474,08/09/2019 17:00,6.63,10.68,95.1,5.99,68.8,0,95.1,139.9,-47
340475,08/09/2019 17:05,0,0,0,6,0,0,0,2,0
340476,08/09/2019 17:10,0,0,0,6.04,0,0,0,1.9,0
340477,08/09/2019 17:15,0,0,0,6.09,0,0,0,1.7,0
340478,08/09/2019 17:20,0,0,0,6.09,0,0,0,1.4,0
340479,08/09/2019 17:25,0,0,0,6.06,0,0,0,1.5,0
340480,08/09/2019 17:30,0,0,0,6.05,0,0,0,1.4,0
340481,08/09/2019 17:35,0,0,0,6.05,0,0,0,1.6,0
340482,08/09/2019 17:40,0,0,0,6.05,0,0,0,1.7,0
340483,08/09/2019 17:45,0,0,0,6.04,0,0,0,1.1,0
340484,08/09/2019 17:50,0,0,0,6.04,0,0,0,13.2,0
340485,08/09/2019 17:55,7.71,9.75,95,6.03,68.8,-5,95,141.5,-52
340486,08/09/2019 18:00,7.27,10.35,95,6.02,68.8,-6,95,140.7,-53
340487,08/09/2019 18:05,7.03,10.56,95,6.02,68.8,-5,95,140.2,-52
340488,08/09/2019 18:10,6.89,10.64,95,6.01,68.8,-2,95,140.4,-49
340489,08/09/2019 18:15,6.81,10.66,95,5.99,68.8,-1,95,140.8,-48
340490,08/09/2019 18:20,6.75,10.67,95,5.98,68.8,-1,95,139.1,-48
340491,08/09/2019 18:25,6.71,10.67,95.1,5.97,68.8,-4,95.1,140.5,-51
340492,08/09/2019 18:30,6.68,10.67,95.3,5.97,68.8,-3,95.2,140.9,-50
340493,08/09/2019 18:35,6.66,10.68,95.2,5.96,68.8,0,95.2,140.5,-47
340494,08/09/2019 18:40,6.66,10.68,95.2,5.96,68.8,1,95.2,139.8,-46
340495,08/09/2019 18:45,6.66,10.68,95.1,5.96,68.8,0,95.1,139.4,-47
340496,08/09/2019 18:50,6.66,10.68,95,5.96,68.9,4,95,138.8,-43
340497,08/09/2019 18:55,6.66,10.68,95,5.96,68.9,-1,95,140.5,-48
340498,08/09/2019 19:00,6.65,10.68,95,5.96,68.9,0,95,140.2,-47
340499,08/09/2019 19:05,6.65,10.68,95,5.96,68.9,1,95,140,-46
340500,08/09/2019 19:10,6.65,10.68,95.1,5.96,68.9,0,95.1,140.3,-47
340501,08/09/2019 19:15,6.65,10.68,95.1,5.97,69,1,95.1,137.5,-46
340502,08/09/2019 19:20,6.65,10.68,95.1,5.97,69,1,95.1,140.4,-46
340503,08/09/2019 19:25,6.65,10.68,95.1,5.97,69,2,95.1,140.2,-45
340504,08/09/2019 19:30,6.64,10.68,95.2,5.98,69,-4,95.2,140.2,-51
340505,08/09/2019 19:35,6.64,10.68,95.2,5.98,69,0,95.2,140.1,-47
340506,08/09/2019 19:40,6.64,10.68,95.2,5.98,69,2,95.2,139.6,-45
340507,08/09/2019 19:45,6.64,10.68,95.2,5.99,69,-1,95.2,140.1,-48
340508,08/09/2019 19:50,6.64,10.68,95.1,5.99,69,0,95.1,139.3,-47
340509,08/09/2019 19:55,6.64,10.68,95.2,6,69,-4,95.2,139.6,-51
340510,08/09/2019 20:00,6.64,10.68,95.1,6,69,0,95.1,139.3,-47
340511,08/09/2019 20:05,6.64,10.68,95.2,6.01,69,-5,95.2,140.2,-52
340512,08/09/2019 20:10,6.64,10.68,95.2,6.01,69,-2,95.1,140.2,-49
340513,08/09/2019 20:15,6.64,10.68,95.2,6.01,69,1,95.2,139.3,-46
340514,08/09/2019 20:20,6.64,10.68,95.1,6.01,69,4,95.1,139.6,-43
340515,08/09/2019 20:25,6.64,10.68,95.2,6.02,69,1,95.2,139.8,-46
340516,08/09/2019 20:30,6.64,10.68,95.3,6.02,69,-1,95.3,139.2,-48
340517,08/09/2019 20:35,6.64,10.68,95.2,6.02,69,3,95.2,140.1,-44
340518,08/09/2019 20:40,6.64,10.68,95.3,6.03,69,1,95.3,139.7,-46
340519,08/09/2019 20:45,6.64,10.68,95.2,6.03,68.9,1,95.2,140.2,-46
340520,08/09/2019 20:50,6.64,10.68,95.1,6.04,68.9,1,95.1,140.1,-46
340521,08/09/2019 20:55,6.63,10.68,94.9,6.04,68.9,5,94.9,139.9,-42
340522,08/09/2019 21:00,6.63,10.68,94.9,6.04,68.9,-1,94.9,139.6,-48
340523,08/09/2019 21:05,6.63,10.68,94.8,6.05,68.9,3,94.8,140,-44
340524,08/09/2019 21:10,6.64,10.68,94.7,6.05,68.8,5,94.7,140,-42
340525,08/09/2019 21:15,6.64,10.68,94.9,6.05,68.8,-2,94.9,139.3,-49
340526,08/09/2019 21:20,6.64,10.68,94.9,6.06,68.8,-1,94.9,140.2,-48
340527,08/09/2019 21:25,6.63,10.68,95.1,6.06,68.7,-2,95.1,140.4,-49
340528,08/09/2019 21:30,6.63,10.68,95.1,6.06,68.7,1,95.1,140.7,-46
340529,08/09/2019 21:35,6.64,10.68,95.1,6.07,68.7,0,95.1,141,-47
340530,08/09/2019 21:40,6.63,10.68,95.1,6.07,68.6,-2,95.1,140.8,-49
340531,08/09/2019 21:45,6.63,10.68,95,6.07,68.6,2,95,139.9,-45
340532,08/09/2019 21:50,6.63,10.68,94.8,6.07,68.6,0,94.8,140.9,-47
340533,08/09/2019 21:55,6.63,10.67,94.7,6.07,68.5,1,94.7,140.2,-46
340534,08/09/2019 22:00,0,0,0,6.07,0,0,0,2.5,0
340535,08/09/2019 22:05,0,0,0,6.08,0,0,0,1.3,0
340536,08/09/2019 22:10,0,0,0,6.12,0,0,0,1.5,0
340537,08/09/2019 22:15,0,0,0,6.15,0,0,0,1.5,0
340538,08/09/2019 22:20,0,0,0,6.15,0,0,0,1.3,0
340539,08/09/2019 22:25,0,0,0,6.13,0,0,0,1.4,0
340540,08/09/2019 22:30,0,0,0,6.11,0,0,0,1.6,0
340541,08/09/2019 22:35,0,0,0,6.11,0,0,0,2,0
340542,08/09/2019 22:40,0,0,0,6.1,0,0,0,1.3,0
340543,08/09/2019 22:45,0,0,0,6.09,0,0,0,1,0
340544,08/09/2019 22:50,0,0,0,6.08,0,0,0,1.5,0
340545,08/09/2019 22:55,0,0,0,6.07,0,0,0,1.9,0
340546,08/09/2019 23:00,0,0,0,6.06,0,0,0,1.4,0
340547,08/09/2019 23:05,0,0,0,6.05,0,0,0,1.3,0
340548,08/09/2019 23:10,0,0,0,6.05,0,0,0,1.2,0
340549,08/09/2019 23:15,0,0,0,6.04,0,0,0,1.7,0
340550,08/09/2019 23:20,8.56,9.37,94.8,6.03,68.5,-10,94.8,140,-57
340551,08/09/2019 23:25,7.95,10.23,94.8,6.03,68.5,-13,94.8,140.9,-60
340552,08/09/2019 23:30,7.55,10.47,94.8,6.02,68.5,-12,94.8,140.3,-59
340553,08/09/2019 23:35,7.27,10.6,94.8,6.01,68.5,-13,94.8,140.5,-60
340554,08/09/2019 23:40,7.08,10.64,94.8,6,68.5,-10,94.8,139.8,-57
340555,08/09/2019 23:45,6.95,10.64,94.8,5.99,68.5,-9,94.8,140.2,-56
340556,08/09/2019 23:50,6.86,10.65,95.2,5.97,68.5,-7,95.2,140.1,-54
340557,08/09/2019 23:55,6.78,10.64,95.4,5.97,68.5,-4,95.4,140.2,-51
340558,09/09/2019 00:00,6.73,10.65,95.4,5.96,68.5,-2,95.4,140.2,-49
340559,09/09/2019 00:05,6.71,10.65,95.6,5.96,68.6,-2,95.6,140.3,-49
340560,09/09/2019 00:10,6.69,10.65,95.6,5.96,68.6,-1,95.6,139.1,-48
340561,09/09/2019 00:15,6.68,10.65,95.5,5.96,68.6,2,95.5,139.8,-45
